"日期","动画","番剧","国创","音乐","舞蹈","游戏","科技","生活","鬼畜","时尚","广告","娱乐","影视","放映厅"
"2011年08月11日",127089730,340783844,2174834,125244093,20837480,98891242,2668558,134194420,73803653,0,79451,97122,2945974,1666600
"2011年08月11日",127291990,340792605,2174834,125526223,20842604,99098572,2668558,134443951,73930223,0,79451,226667,2965570,1666600
"2011年08月12日",127407268,340887021,2180831,125887178,20851329,99317219,2668558,134719239,73966340,0,79451,226667,2965570,1666600
"2011年08月12日",127501246,342187704,2180831,126687872,20872594,99503364,2668558,135163844,74391283,0,79451,226667,2965570,1666600
"2011年08月13日",127729626,342273634,2185303,126811953,20892063,99681863,2668558,135510585,74427774,0,79451,226667,2965570,1666600
"2011年08月13日",128576302,343462006,2185303,126937864,20922626,99953338,2668558,135784224,74504383,0,79451,226667,2967175,1666600
"2011年08月14日",128694851,343635569,2185303,126979774,20946994,100124913,2668558,135880560,74530847,0,79451,226667,2967175,1666600
"2011年08月14日",128803813,344836578,2185303,127419815,20971189,100389409,2668558,136085399,74870394,0,79451,226667,2967175,1666600
"2011年08月15日",128876608,345270729,2185303,127845885,21012575,100435775,2668558,136451929,75016539,0,79451,226667,2967175,1666600
"2011年08月15日",129090873,345373915,2185303,128016085,21227322,100747033,2668558,137064763,75050759,0,79451,226667,2969904,1666600
"2011年08月16日",129320650,345374702,2185303,128060506,21237683,100891203,2673899,137273148,75068753,0,79451,226667,2969904,1666600
"2011年08月16日",129469798,345489239,2185303,128202851,21257615,101059589,2673899,137612299,75127249,0,79451,226667,2974202,1666600
"2011年08月17日",129632295,345538794,2185303,128236788,21257615,101233583,2673899,137665141,75133503,0,79451,226667,2974202,1666600
"2011年08月17日",129732887,345756405,2988222,128502316,21297051,101396089,2690224,137956852,75214129,0,79451,226667,2974202,1666600
"2011年08月18日",130075538,345826630,2988222,129003746,21303693,101639136,2690224,138222376,75292833,0,79451,226667,2974202,1666600
"2011年08月18日",130216790,345840714,2988222,129882716,21342285,101782143,2690224,138684941,75596699,0,79451,226667,2974202,1666600
"2011年08月19日",130607769,346048978,2988789,129981929,21357881,102005957,2690224,138875861,75634332,0,79451,226667,2974202,1666600
"2011年08月19日",131754393,347385376,3005314,130328170,21357881,102141998,2690224,139021209,75673573,0,79451,226667,2974202,1666600
"2011年08月20日",132088986,347543371,3005314,130446477,21479713,102283099,2690224,139240115,75685614,0,79451,226667,2984052,1666600
"2011年08月20日",132374514,347737261,3136209,130558401,21557166,103262807,2690224,139408618,75733681,0,79451,226667,2986407,1666600
"2011年08月21日",132905213,347875079,3136209,130613817,21558776,103542627,2690224,139628934,75806815,0,79451,226667,2986407,1666600
"2011年08月21日",133153701,348724363,3136209,130817177,21558776,103733826,2690224,139875030,75812699,0,79451,226667,2986407,1666600
"2011年08月22日",133270981,349091690,3147528,130902994,21559501,103839025,2690224,140135174,75824395,0,79451,226667,2986407,1666600
"2011年08月22日",133426049,350254968,3147528,131316341,21810730,104165870,2690224,140286769,75854475,0,79451,226667,2986407,1678795
"2011年08月23日",133479949,350263061,3147528,131390132,21844458,104220761,2690224,140371420,75955744,0,79451,226667,2986407,1678795
"2011年08月23日",133652068,351279825,3147528,132138660,21856638,104367095,2690224,140755321,75962130,0,79451,226667,2995040,1678795
"2011年08月24日",133739219,351451431,3147528,132182230,21859857,104612310,2690224,141118272,76059138,0,79451,226667,2995040,1678795
"2011年08月24日",133840793,351517308,3165014,132642468,21863409,105517642,2692713,141568134,76708521,0,79451,226667,2995040,1678795
"2011年08月25日",133969865,352972733,3165014,132713032,21892260,105686646,2692713,141645657,76719739,0,79451,226667,2995040,1678795
"2011年08月25日",134059910,356243332,3165014,132925051,21909581,105883246,2692713,142198054,76756600,0,79451,226667,3004005,1678795
"2011年08月26日",134164345,357423075,3165014,133074775,21925904,106081167,2692713,142307526,76769641,0,79451,226667,3004005,1678795
"2011年08月26日",134362498,358069321,3367420,133482675,22136524,106358934,2692713,142607593,76849833,0,79451,226667,3004005,1678795
"2011年08月27日",134439132,358287432,3367420,133723513,22136524,106606951,2698305,142725152,76860639,0,79451,226667,3004005,1678795
"2011年08月27日",134608391,358362718,3367420,133854467,22156729,107180361,2698305,143032886,76870447,0,79451,226667,3004005,1678795
"2011年08月28日",135130867,358585042,3367420,133940614,22168807,107407541,2698305,143427918,76870910,0,79451,226667,3004005,1678795
"2011年08月28日",135267656,359420850,3367420,134138911,22230436,107782908,2698305,144092816,76886173,0,79451,226667,3009340,1688329
"2011年08月29日",135405764,359767975,3367420,134214073,22266320,107816115,2698305,144186132,76888501,0,79451,226667,3009340,1688329
"2011年08月29日",135585530,360043574,3367420,136615824,22287975,108079009,2698305,144517025,77076960,0,79451,226667,3009340,1688329
"2011年08月30日",135658682,360190850,3378820,136646277,22291299,108219425,2698305,144678918,77092605,0,79451,226667,3013913,1688329
"2011年08月30日",135952942,360277665,3378820,136761309,22388094,108370101,2698305,145061156,77160264,0,79451,226667,3013913,1688329
"2011年08月31日",136108988,361982940,3378820,136805729,22417025,108519960,2698305,145393030,77310200,0,79451,226667,3013913,1688329
"2011年08月31日",136261071,362054059,3378820,136983900,22453975,108797789,2709632,145630231,77318280,0,79451,226667,3058893,1688329
"2011年09月01日",136365923,362059872,3378820,137058106,22453975,108885439,2709632,145722548,77327630,0,79451,226667,3058893,1688329
"2011年09月01日",136433992,362129564,3378820,137265540,22453975,109030262,2713441,145964599,77349584,0,79451,226667,3058893,1688329
"2011年09月02日",136649461,362316336,3378820,137302910,22465067,109072920,2713441,146256530,77368611,0,79451,226667,3058893,1688329
"2011年09月02日",136788463,363754676,3378820,137479689,22527607,109270563,2739712,146491904,77439663,0,79451,226667,3058893,1691271
"2011年09月03日",136945067,364004309,3378820,137571551,22612306,109475805,2739712,146573891,77477903,0,79451,226667,3058893,1691271
"2011年09月03日",137166197,364106112,3378820,137840045,22667436,109857550,2739712,147201864,77484823,0,79451,226667,3058893,1691271
"2011年09月04日",137288355,364156153,3378820,137912971,22679577,109981770,2739712,147236786,77491533,0,79451,226667,3063165,1701106
"2011年09月04日",137595958,364983990,3378820,138470828,22713796,110225555,2746159,147441962,77546897,0,79451,226667,3066150,1701106
"2011年09月05日",137705154,365369075,3378820,138512699,22778714,110267591,2746159,147610483,77557849,0,79451,226667,3066150,1701106
"2011年09月05日",137770852,365797861,3378820,138612676,22801759,110400633,2753959,147901691,77715936,0,79451,226667,3068447,1701106
"2011年09月06日",137819347,365927164,3378820,138707064,22811372,110574593,2753959,147972942,77717450,0,79451,226667,3069659,1701106
"2011年09月06日",137896376,365956153,3378820,138866202,22825761,110678456,2753959,148173278,77723857,0,79451,226667,3081212,1701106
"2011年09月07日",137921380,366013179,3378820,138997435,22838179,111080251,2753959,148207820,77742742,0,79451,226667,3081212,1703026
"2011年09月07日",138438734,366262030,3378820,139661137,22846791,111247530,2759096,148380613,77977640,0,79451,226667,3089018,1704547
"2011年09月08日",138476936,366266061,3378820,139725722,22915505,111357788,2759096,148427472,78097940,0,79451,226667,3089018,1704547
"2011年09月08日",138598895,366347327,3379664,139831320,22954858,111737331,2759096,148625906,78138528,0,79451,226667,3089807,1707158
"2011年09月09日",138740555,367352654,3379664,139909388,22994410,111858865,2759096,148833900,78154315,0,79451,226667,3089807,1707158
"2011年09月09日",139055688,368504368,3379664,140063665,23003090,112445877,2759096,148942882,78860572,0,81369,226667,3089807,1709391
"2011年09月10日",139118527,368570155,3379664,140105166,23063400,112589103,2759096,148996052,78865854,0,81369,226667,3089807,1709391
"2011年09月10日",139441695,369721677,3379664,140180506,23152115,112898642,2760490,149250671,78870379,0,81369,226667,3089807,1709391
"2011年09月11日",139574520,370046915,3379664,140233450,23200444,112953955,2760490,149439233,79110309,0,81369,226667,3089807,1709391
"2011年09月11日",139751692,370813391,3379664,140638471,23226041,113261398,2760490,149817420,79139566,0,81369,226667,3089807,1709391
"2011年09月12日",139809305,371161744,3379664,140666303,23229584,113362771,2760490,149828987,79166337,0,81369,226667,3093671,1709391
"2011年09月12日",140254612,371810236,3379664,140743558,23251579,113907057,2760490,150151489,79631986,0,81369,226667,3093671,1709391
"2011年09月13日",140278883,371846562,3379664,140795549,23261548,113975110,2760490,150193960,79634070,0,81369,226667,3093671,1709391
"2011年09月13日",140337935,371880844,3379664,140963135,23268718,114124906,2760490,150433544,79637684,0,81369,226667,3093671,1710523
"2011年09月14日",140386868,371914651,3379664,141029627,23352690,114291037,2760490,150587600,79637684,0,81369,226667,3093671,1710523
"2011年09月14日",140464262,372584366,3379664,141288509,23378363,114701788,2760490,150707097,79642990,0,81369,226667,3093671,1775815
"2011年09月15日",140517634,372651240,3379664,141391615,23405200,114771476,2760490,150767857,79646051,0,81369,226667,3093671,1775815
"2011年09月15日",140737151,372774548,3395903,141556913,23416291,114918116,2760490,151254559,79768807,0,81369,226667,3103744,1777878
"2011年09月16日",140875678,372969165,3395903,141636183,23427383,115054898,2760490,151328510,79768807,0,81369,226667,3103744,1777878
"2011年09月16日",141202966,374178541,3449280,141732414,23433043,115252180,2760490,151600649,79777989,0,81369,226667,3206916,1777878
"2011年09月17日",141621709,374245911,3449280,142151793,23467130,115765928,2760490,151756915,79782021,0,81369,226667,3206916,1777878
"2011年09月17日",141737793,374452624,3449280,143143885,23483248,116055952,2762604,152071432,79832178,0,81369,226667,3206916,1777878
"2011年09月18日",141795584,374642065,3449280,143503316,23488638,116322407,2762604,152305778,79903600,0,81369,226667,3217279,1777878
"2011年09月18日",141969026,375522638,3770399,143779892,23490900,116612808,2783546,152422231,79913355,0,81369,226667,3217279,1777878
"2011年09月19日",142016752,375857876,3770399,143863290,23518814,116746417,2786978,152486807,79995663,0,81369,226667,3217279,1777878
"2011年09月19日",142130618,375941797,3770399,143949322,23542720,116899738,2786978,152549161,80003901,0,81369,226667,3217279,1777878
"2011年09月20日",142243683,375995241,3770399,144336543,23566096,117163416,2786978,152691265,80003901,0,81369,226667,3217279,1777878
"2011年09月20日",142426239,376770482,3770399,144814516,23566096,117482167,2786978,153096647,80689776,0,81369,226667,3218085,1777878
"2011年09月21日",142499235,378251016,3770399,144838855,23570782,117523690,2786978,153179023,80692350,0,81369,226667,3218085,1777878
"2011年09月21日",142554427,378301823,3770399,145086999,23596946,117870092,2786978,153490545,80722151,0,81369,226667,3218085,1777878
"2011年09月22日",142710449,378301823,3770399,145212490,23611713,117946506,2786978,153536603,80725941,0,81369,226667,3218085,1777878
"2011年09月22日",142818869,378368936,3770399,145415765,23628729,118106911,2786978,153881925,80804633,0,81369,226667,3218085,1777878
"2011年09月23日",142899136,379259094,3770399,145512872,23650256,118301982,2786978,154161444,80880575,0,81369,226667,3218085,1777878
"2011年09月23日",143186213,380391895,3770399,146048363,23680808,118805901,2786978,154308585,80918030,0,81369,226667,3218085,1777878
"2011年09月24日",143321766,380611682,3770399,146201898,23680808,118869131,2786978,154355329,80922935,0,81369,226667,3218085,1777878
"2011年09月24日",143489067,380736542,3770399,146491680,23704269,119089418,2786978,154873811,80957250,0,81369,226667,3218085,1777878
"2011年09月25日",143706075,380897730,3770399,146578306,23709464,119188350,2786978,155243277,80971136,0,81369,226667,3218085,1786482
"2011年09月25日",144062778,383214585,3770399,146925349,23972565,119325652,2786978,155504063,81009301,0,81369,226667,3218085,1786482
"2011年09月26日",144096724,383524895,3770399,147137508,23972565,119440981,2786978,155544349,81045181,0,81369,226667,3218085,1786482
"2011年09月26日",144229343,383544948,3770399,147853285,25406667,119761404,2786978,155858503,81070645,0,81369,226667,3218085,1786482
"2011年09月27日",144252651,383550612,3770399,148057540,25432971,119799418,2799239,155898620,81099560,0,81369,226667,3218085,1786482
"2011年09月27日",144292047,383582178,3770399,148146753,25453309,119906105,2799239,156085619,81179916,0,89607,226667,3218085,1786482
"2011年09月28日",144454864,383596571,3770399,148184992,25466626,119975854,2799239,156206668,81242150,0,89607,226667,3218085,1786482
"2011年09月28日",144524431,383626542,3799995,148480315,25547771,120122577,2799239,156298669,81242150,0,89607,226667,3218085,1786482
"2011年09月29日",144556169,383627457,3799995,148529544,25604840,120218611,2799239,156882770,81299438,0,89607,226667,3218085,1786482
"2011年09月29日",144688780,383629207,3799995,148801269,25684529,120391428,2799239,157032257,81307135,0,89607,226667,3218085,1786482
"2011年09月30日",144912579,385015589,3799995,149342117,25773326,120615441,2799239,157123033,81332238,0,89607,226667,3218085,1786482
"2011年09月30日",145086360,385177337,3799995,149572471,25778692,120792768,2799239,157522383,81343163,0,89607,226667,3220528,1786482
"2011年10月01日",145243440,385189462,3799995,149723824,25778692,122401979,2799239,157703668,81427605,0,89607,226667,3220528,1786482
"2011年10月01日",145350337,385543892,3799995,150107802,25821793,122620423,2799239,157864452,81441180,0,89607,226667,3220528,1786482
"2011年10月02日",145401662,387112148,3799995,150179597,25833580,122734302,2799239,157905093,81913776,0,89607,226667,3220528,1786482
"2011年10月02日",145831044,387146344,3799995,150245554,25833580,122908665,2799239,158536786,82145552,0,89607,226667,3220528,1786482
"2011年10月03日",145930528,387757404,3799995,150294532,25838774,123038652,2799239,158620108,82150414,0,89607,226667,3220528,1786482
"2011年10月03日",146106284,388488979,3800900,150452943,25862435,123255426,2799239,159077335,82398799,0,89607,226667,3220528,1795705
"2011年10月04日",146204218,388510570,3800900,150602598,25885970,123347764,2805719,159154993,82412526,0,89607,226667,3220528,1795705
"2011年10月04日",146386926,388590655,3800900,151342639,25889349,123553772,2805719,159361151,82443523,0,89607,226667,3220528,1795705
"2011年10月05日",146493973,389771857,3800900,151388917,25894467,123607280,2805719,159421524,82460113,0,89607,226667,3220528,1795705
"2011年10月05日",146716624,389810823,3849884,151557304,25913103,123809488,2805719,159636059,82465055,0,89607,226667,3221144,1795705
"2011年10月06日",146891412,389821060,3849884,151685933,25949073,123928565,2805719,159721830,82528809,0,89607,226667,3221144,1795705
"2011年10月06日",147027244,389842936,3849884,151904897,25978910,124074395,2806711,160068798,82592891,0,91450,226667,3221144,1795705
"2011年10月07日",147078582,389854526,3849884,152076290,25978910,124318354,2806711,160189191,82672742,0,91450,226667,3221144,1795705
"2011年10月07日",147193898,389952219,3859718,152298917,26003736,124685989,2844091,161542768,82713673,0,91450,226667,3221144,1795705
"2011年10月08日",147230439,389995937,3859718,152451356,26012127,124773867,2844091,161636683,82713673,0,91450,226667,3221144,1795705
"2011年10月08日",147463360,390078421,3859718,152650514,26268874,125019422,2844091,161906625,82714288,0,91450,226667,3221144,1795705
"2011年10月09日",147721543,391176527,3861063,152713398,26281332,125044838,2844091,162050456,82809765,0,91450,226667,3223992,1795705
"2011年10月09日",147794369,392044769,3864920,153069349,26342629,125125676,2844091,162184971,82858606,0,91450,226667,3225635,1795705
"2011年10月10日",147968065,392458758,3864920,153126810,26342629,125273446,2844091,162275088,83036279,0,91450,226667,3228081,1795705
"2011年10月10日",148099948,392644465,3864920,153368843,26368937,125379538,2844091,162351776,83041885,0,91450,226667,3228081,1795705
"2011年10月11日",148174679,392664609,3864920,153424579,26370458,125680259,2844091,162465569,83041885,0,91450,226667,3228081,1795705
"2011年10月11日",148701724,393189010,3864920,153639533,26398907,125788212,2844091,162783911,83073936,0,91450,226667,3228081,1795705
"2011年10月12日",148741521,393662524,3864920,153855489,26437251,125964705,2844091,163045126,83088002,0,91450,226667,3237063,1795705
"2011年10月12日",148788065,393793545,3864920,153979490,26441758,126222085,2844091,163238789,83092898,0,91450,226667,3238093,1795705
"2011年10月13日",148825788,393793545,3864920,154479438,26453554,126280640,2844091,163447075,83110563,0,91450,226667,3241120,1795705
"2011年10月13日",148976879,394001618,3864920,154667635,26477629,126510365,2844091,163572281,83199250,0,106346,226667,3252781,1795705
"2011年10月14日",149087027,396653907,3864920,154914955,26477629,126590896,2844091,163833498,83282415,0,106346,226667,3252781,1795705
"2011年10月14日",149298033,396793844,3868057,155202126,26497839,126814850,2844600,164015729,83377916,0,106346,226667,3252781,1795705
"2011年10月15日",149354128,396931964,3868057,155253964,26514334,126982505,2844600,164117961,83409571,0,106346,226667,3254701,1795705
"2011年10月15日",149641771,396997719,3869209,155450423,26571635,127195549,2845635,164714936,83426038,0,106346,231950,3255505,1795705
"2011年10月16日",150427209,397848827,3869209,155527843,27300626,127258217,2845635,164927919,83584216,0,106346,231950,3255505,1795705
"2011年10月16日",150675462,398877744,3872349,155673927,27326866,127437941,2845635,165448560,83784799,0,106346,231950,3257361,1795705
"2011年10月17日",150850948,399266532,3872349,156024176,27367592,127450490,2845635,165513337,84136609,0,106346,231950,3257361,1795705
"2011年10月17日",151061253,399340820,3872349,156161634,27409324,127656029,2853495,165926683,84150115,0,106346,231950,3257361,1795705
"2011年10月18日",151512192,399359801,3872349,156333541,27422212,127794072,2853495,166115193,84303314,0,106346,231950,3257361,1795705
"2011年10月18日",151548267,399408946,3872349,156533013,27466181,128273798,2853495,166451328,84306761,0,106346,231950,3257361,1795705
"2011年10月19日",151657383,400223831,3882655,156584658,27467949,128366054,2853495,166492814,84315320,0,106346,231950,3257361,1839238
"2011年10月19日",151742756,400365334,3882655,156804707,27470545,128498391,2853495,166733206,84348568,0,106346,231950,3266477,1839238
"2011年10月20日",152040670,400383781,3882655,156880015,27475729,128660512,2853495,166782434,84354491,0,106346,231950,3266477,1839238
"2011年10月20日",152801459,400457661,3882655,157143201,27587485,129039945,2853495,167018345,85362208,0,106346,231950,3267565,1851619
"2011年10月21日",152844972,402592590,3882655,157521753,27602695,129079913,2853495,167221774,85370268,0,106346,231950,3267565,1851619
"2011年10月21日",152986247,403260500,3882655,158490327,27626876,129489275,2853495,167707587,85376909,0,106346,231950,3269689,1921885
"2011年10月22日",153604077,403583435,3882655,158521739,27629559,129756473,2853495,167818634,85417513,0,106346,231950,3269689,1921885
"2011年10月22日",153966823,403690313,3882655,158698929,27647426,129975401,2857195,167973950,85469897,0,106346,231950,3269689,1921885
"2011年10月23日",154093904,404545350,3882655,158770011,27652357,130042593,2857195,168237184,85623531,0,106346,231950,3274422,1921885
"2011年10月23日",154208607,406067966,3914276,159806502,27672945,130357703,2857195,168495578,86101938,0,111555,231950,3274422,1935715
"2011年10月24日",154724881,406443173,3914276,159904971,27695586,130460301,2857195,168518777,86102479,0,111555,231950,3274422,1935715
"2011年10月24日",154930365,406521387,3914276,160123876,27713571,130658528,2857195,168700668,86314764,0,111555,231950,3274422,1935715
"2011年10月25日",155011253,406570963,3914276,160220917,27726261,130791231,2857195,169470089,86314764,0,111555,231950,3303095,1935715
"2011年10月25日",155113277,406642992,3914276,160342725,27767165,130978084,2857195,169777158,86380200,0,111555,231950,3304129,1935715
"2011年10月26日",155241735,407053401,3914276,161762951,27784688,131033737,2857195,169832048,86390909,0,111555,231950,3304129,1935715
"2011年10月26日",155468263,407192484,3914276,161964106,27843576,131184017,2857195,170038711,86428283,0,111555,231950,3344211,1935715
"2011年10月27日",155527208,407192484,3914276,162039151,27975024,131369246,2857195,170064932,86428283,0,111555,231950,3344211,1935715
"2011年10月27日",156005055,407193814,3914276,162192475,28043123,131549001,2857195,170485988,86428283,0,111555,231950,3344211,1935715
"2011年10月28日",156033856,409168252,3914276,162268325,28043123,131634345,2857195,170535783,86430232,0,111555,231950,3344211,1935715
"2011年10月28日",156590534,409376227,3914276,163295012,28079745,131940735,2857195,170834021,86502157,0,111555,231950,3344882,1935715
"2011年10月29日",156668168,409407511,3914276,163517183,28124336,132023003,2857195,170883213,86515297,0,111555,231950,3344882,1935715
"2011年10月29日",156769077,409504004,3914276,163910071,28156467,132451613,2857195,171080794,86590124,0,111555,231950,3352844,1935715
"2011年10月30日",156988999,410523035,3914276,164133496,28190279,132606629,2857195,171100832,87841585,0,111555,231950,3352844,1935715
"2011年10月30日",157271626,410736162,3914276,164406249,28193022,132805480,2857195,171264037,88201060,0,111555,231950,3352844,1935715
"2011年10月31日",157403247,411162728,3914276,164505849,28199833,132874416,2857195,171477931,88203582,0,111555,231950,3352844,1935715
"2011年10月31日",157550538,411380113,3916200,164742808,28340876,133045574,2857195,171803858,88226094,0,111555,231950,3352844,1935715
"2011年11月01日",157644086,411387692,3916200,164806985,28372798,133323773,2857195,172197239,88238040,0,111555,231950,3352844,1935715
"2011年11月01日",157717245,411464135,3916200,164896457,28400760,133627719,2863113,172403696,88255474,0,111555,231950,3352844,1935715
"2011年11月02日",157761051,411593549,3916200,164991130,28402916,133717955,2880600,172465820,88264006,0,111555,231950,3352844,1935715
"2011年11月02日",157977231,411975139,3916200,165122010,28467860,133881867,2884504,173011079,88268587,0,111555,231950,3352844,1935715
"2011年11月03日",158029137,411983436,3916200,165203938,28548472,133914647,2884504,173183084,88272701,0,111555,231950,3352844,1935715
"2011年11月03日",158234572,413732561,3916200,165414464,28553144,134201205,2925555,173379718,88323990,0,111555,231950,3358507,1935715
"2011年11月04日",158335165,415540765,3916200,165475763,28628457,134317437,2925555,173604921,88374065,0,111555,231950,3358507,1935715
"2011年11月04日",158588143,418552726,3916200,165729911,28642557,134500538,2925555,173725661,88374065,0,111555,231950,3364973,1935715
"2011年11月05日",158893208,418581258,3916200,165840499,28662637,134612347,2925555,173893218,88395921,0,111555,231950,3364973,1935715
"2011年11月05日",159069659,419214390,3916200,166210294,28690983,134927230,2925555,174113424,88508458,0,111555,231950,3419987,1960556
"2011年11月06日",159230901,419611564,3916200,166580355,28759273,135022807,2925555,174226984,88546954,0,111555,231950,3419987,1960556
"2011年11月06日",159462904,420348648,3916200,166895354,28794798,135254936,2925555,174341602,88699037,0,111555,231950,3419987,1960556
"2011年11月07日",159629701,420461859,3916200,166954257,29249837,135360741,2925555,174492487,88709315,0,111555,231950,3419987,1960556
"2011年11月07日",159701769,420466519,3916200,167862705,29279319,135490034,2925555,175165606,88791001,0,111555,231950,3425130,1960556
"2011年11月08日",160106305,420483814,3916200,168080511,29334835,135616950,2925555,175472265,88792658,0,111555,231950,3425130,1960556
"2011年11月08日",160330134,420493962,3916200,168996662,29355171,135832248,2925555,175609313,88797480,0,111555,231950,3425130,1960556
"2011年11月09日",160386432,420858388,3916200,169078969,29356545,135898221,2926720,175642645,88806843,0,111555,231950,3425130,1960556
"2011年11月09日",160597849,420869370,3916200,181466551,29474747,135999719,2926720,175822864,88829596,0,111555,231950,3425130,1960556
"2011年11月10日",160796806,421485839,3916200,181499909,29528356,136098153,2926720,175982249,88830643,0,111555,231950,3425130,1960556
"2011年11月10日",161197445,421504984,3916200,181776444,29554207,136976784,2926720,176197454,88834221,0,111555,231950,3425130,1960556
"2011年11月11日",161353165,423398989,3916200,182167337,29574813,137035458,2926720,176219074,88856294,0,111555,231950,3425130,1960556
"2011年11月11日",161799775,423625840,3916200,182487147,29581087,137389475,2926720,177027425,88876220,0,111555,231950,3458739,1960556
"2011年11月12日",162104906,423647990,3916200,182802601,29636716,137460066,2926720,177095482,89003859,0,111555,231950,3458739,1960556
"2011年11月12日",162260075,423935829,3916200,183052364,29666862,137611211,2926720,177289978,89021459,0,111555,231950,3458739,1960556
"2011年11月13日",162359051,424307042,3916200,183082857,29681030,137699161,2934520,177318430,89027994,0,111555,231950,3468681,1960556
"2011年11月13日",162692806,424664697,3919503,183283465,29710406,138062850,2934520,177517549,89076628,0,111555,231950,3476870,1960556
"2011年11月14日",162801522,425127699,3919503,183316436,29837430,138084643,2934520,177588318,89137319,0,111555,231950,3476870,1962486
"2011年11月14日",162871831,425183978,3922289,183566314,29841585,138208524,2934520,178234749,89159812,0,111555,231950,3476870,2038302
"2011年11月15日",162939081,425468630,3922289,183594094,29857163,138327901,2940480,178377032,89166923,0,111555,231950,3490772,2040502
"2011年11月15日",163088810,425960469,3949965,183706088,29891826,138496676,2940480,178818775,89168864,0,111555,231950,3496917,2040502
"2011年11月16日",163263820,425974887,3949965,183770053,29910064,138531091,2940480,178868584,89182417,0,111555,231950,3496917,2044356
"2011年11月16日",163408074,426298762,3949965,183849137,29943049,138703924,2954161,179011431,89229253,0,111555,231950,3496917,2044356
"2011年11月17日",163536989,426305169,3950785,183902958,30050749,138762805,2954161,179162076,89243454,0,122807,231950,3496917,2044356
"2011年11月17日",163741085,426532823,3950785,184002508,30108974,139024077,2954161,179309779,89244064,0,122807,231950,3499837,2044356
"2011年11月18日",163920207,428248461,3950785,184032124,30156161,139063901,2954161,179330243,89246607,0,122807,231950,3499837,2044356
"2011年11月18日",164531885,428486195,3950785,185021285,30201054,139188432,2956611,179657090,89267568,0,122807,231950,3499837,2044356
"2011年11月19日",164783941,428570256,3950785,185091103,30209932,139338934,2958738,179795030,89271792,0,122807,231950,3499837,2044356
"2011年11月19日",165111522,428655919,3950785,185430093,30339229,140245590,2958738,180147552,89287358,0,122807,231950,3503082,2044356
"2011年11月20日",165215695,429108489,3950785,185608082,30356813,140382408,2958738,180670985,89355914,0,122807,231950,3503082,2044356
"2011年11月20日",165420288,429444814,3950785,185797957,30370329,140543161,2959646,180843056,89422760,0,122807,231950,3510709,2044356
"2011年11月21日",165444689,429842974,3950785,185837998,30404860,140626473,2959646,180924812,89482711,0,122807,231950,3510709,2044356
"2011年11月21日",165751195,429858637,3950785,186010020,30469537,141107533,2959646,181286260,89567626,0,122807,231950,3510709,2044356
"2011年11月22日",165869932,429910513,3960357,186237802,30483888,141149003,2959646,181498566,89576722,0,122807,231950,3510709,2044356
"2011年11月22日",166043222,429911195,3960357,186392322,30498361,142280825,2959646,181768261,89588318,0,122807,231950,3513917,2044356
"2011年11月23日",166092468,430233003,3960357,186454647,30648535,142393085,2962442,181954496,89589869,0,122807,231950,3513917,2044356
"2011年11月23日",166795134,430242588,3960357,186765108,30833188,142592478,2962442,182085754,89592482,0,122807,231950,3513917,2044356
"2011年11月24日",166890735,430282848,3960357,186817162,30868788,142759739,2962442,182162863,89606085,0,122807,231950,3513917,2070809
"2011年11月24日",167200270,430282848,3968882,187173271,30889546,143276597,2962442,182323247,93286637,0,122807,231950,3513917,2070809
"2011年11月25日",167236106,431969942,3968882,187190817,30956520,143358538,2962442,182412893,93286637,0,122807,231950,3513917,2070809
"2011年11月25日",168031212,432329241,3968882,187437399,31074358,144150872,2964789,184091360,93321998,0,122807,231950,3513917,2070809
"2011年11月26日",168155025,432694021,3968882,187489350,31095529,144256433,2964789,184193659,93337999,0,122807,231950,3513917,2070809
"2011年11月26日",168388455,433717554,3969771,187722960,31103831,144928898,2974353,184604761,93445735,0,122807,231950,3513917,2070809
"2011年11月27日",168511253,434560585,3969771,187928068,31114491,145040497,2974353,184642489,93465056,0,122807,231950,3513917,2070809
"2011年11月27日",168743070,434937918,3969771,188226797,31165570,145733624,2974353,185252586,93575087,0,122807,231950,3530811,2070809
"2011年11月28日",168977881,435325305,3969771,188285003,31181973,145753374,2989997,185290672,93575087,0,122807,231950,3530811,2070809
"2011年11月28日",169084868,435643379,3969771,188628457,31182829,145967896,2989997,185543142,93621718,0,122807,231950,3530811,2072947
"2011年11月29日",169196991,435771099,3974665,188685369,31191800,146094831,2989997,185581426,93621718,0,122807,231950,3551844,2072947
"2011年11月29日",169801236,435771529,4499995,188887102,31308507,146479103,2989997,186046815,93647295,0,122807,231950,3551844,2072947
"2011年11月30日",169970217,436095345,4499995,188933035,31346245,146540992,2989997,186539872,93655886,0,122807,231950,3551844,2072947
"2011年11月30日",170150446,436336483,4499995,189255346,31399777,146849838,2989997,186664857,93710131,0,122807,231950,3553074,2072947
"2011年12月01日",170193944,436381902,4499995,189328127,31411832,146915018,2991455,186709489,93711966,0,122807,231950,3553074,2072947
"2011年12月01日",170973411,436432300,4528887,189518318,31436599,147212585,3352717,186897026,93756775,0,122807,231950,3572634,2072947
"2011年12月02日",171019047,438118039,4528887,189651619,31500571,147329913,3352717,187094693,93757987,0,122807,231950,3572634,2072947
"2011年12月02日",171419199,438278069,4528887,189796303,31518695,147749413,3352717,187235082,93924259,0,122807,231950,3574044,2072947
