"日期","动画","番剧","国创","音乐","舞蹈","游戏","科技","生活","鬼畜","时尚","广告","娱乐","影视","放映厅"
"2009年07月14日",200699,0,0,999281,0,976341,0,2443663,2550967,0,15402,0,1569296,0
"2009年07月15日",250764,0,0,1033548,0,976341,0,2466419,2550967,0,15402,0,1569296,0
"2009年07月15日",292395,0,0,1052151,10823,994224,0,2466419,2608632,0,15402,0,1569296,0
"2009年07月16日",299664,0,0,1068019,10823,1000332,0,2471555,2608632,0,15402,0,1569296,0
"2009年07月16日",304188,0,0,1068019,10823,1014974,0,2471555,2615136,0,15402,0,1569296,0
"2009年07月17日",323092,0,0,1068019,10823,1014974,0,2471555,2623295,0,15402,0,1569296,0
"2009年07月17日",329818,0,0,1093125,10823,1047121,0,2471555,2623295,0,15402,0,1569296,0
"2009年07月18日",336908,0,0,1093125,10823,1047121,0,2471555,2623295,0,15402,0,1569296,0
"2009年07月18日",338749,0,0,1093125,10823,1047121,0,2471555,2623295,0,15402,0,1569296,0
"2009年07月19日",338749,0,0,1093125,10823,1047121,0,2471555,2623295,0,15402,0,1569296,0
"2009年07月19日",338749,0,0,1093125,10823,1047121,0,2471555,2623295,0,15402,0,1569296,0
"2009年07月20日",338749,0,0,1093125,10823,1047121,0,2471555,2623295,0,15402,0,1569296,0
"2009年07月20日",338749,0,0,1093125,10823,1047121,0,2471555,2623295,0,15402,0,1569296,0
"2009年07月21日",338749,0,0,1211794,10823,1047121,0,2471555,2623295,0,15402,0,1569296,0
"2009年07月21日",346043,0,0,1228748,10823,1052614,0,2471555,2623295,0,15402,0,1569296,0
"2009年07月22日",346043,0,0,1228748,10823,1052614,0,2471555,2623295,0,15402,0,1569296,0
"2009年07月22日",346043,0,0,1233948,10823,1052614,0,2471555,2623295,0,15402,0,1569296,0
"2009年07月23日",346043,0,0,1233948,10823,1052614,0,2471555,2623295,0,15402,0,1569296,0
"2009年07月23日",346043,0,0,1233948,10823,1052614,0,2471555,2623295,0,15402,0,1569296,0
"2009年07月24日",355695,0,0,1233948,10823,1052614,0,2471555,2623295,0,15402,0,1569296,0
"2009年07月24日",358480,0,0,1233948,10823,1066306,0,2471555,2623295,0,15402,0,1569296,0
"2009年07月25日",358480,0,0,1233948,10823,1066306,0,2471555,2623295,0,15402,0,1569296,0
"2009年07月25日",358480,0,0,1233948,10823,1066306,0,2471555,2623295,0,15402,0,1569296,0
"2009年07月26日",358480,0,0,1233948,10823,1066306,0,2471555,2623295,0,15402,0,1569296,0
"2009年07月26日",363348,0,0,1239149,10823,1066306,0,2471555,2623295,0,15402,0,1569296,0
"2009年07月27日",363348,0,0,1239149,10823,1066306,0,2471555,2623295,0,15402,0,1569296,0
"2009年07月27日",363348,0,0,1239149,10823,1066306,0,2471555,2623295,0,15402,0,1569296,0
"2009年07月28日",363348,0,0,1239149,10823,1066306,0,2471555,2623295,0,15402,0,1569296,0
"2009年07月28日",363348,0,0,1239149,10823,1066306,0,2471555,2623295,0,15402,0,1569296,0
"2009年07月29日",363348,0,0,1239149,10823,1066306,0,2471555,2623295,0,15402,0,1569296,0
"2009年07月29日",363348,0,0,1239149,10823,1066306,0,2471555,2623295,0,15402,0,1569296,0
"2009年07月30日",363348,0,0,1239149,10823,1068152,0,2471555,2623295,0,15402,0,1569296,0
"2009年07月30日",363348,0,0,1239149,10823,1068152,0,2471555,2623295,0,15402,0,1569296,0
"2009年07月31日",363348,0,0,1239149,10823,1068152,0,2471555,2623295,0,15402,0,1569296,0
"2009年07月31日",363348,0,0,1239149,10823,1068152,0,2471555,2623295,0,15402,0,1569296,0
"2009年08月01日",363348,0,0,1239149,10823,1068152,0,2471555,2623295,0,15402,0,1569296,0
"2009年08月01日",363348,0,0,1276976,10823,1068152,0,2471555,2623295,0,15402,0,1569296,0
"2009年08月02日",363348,0,0,1276976,10823,1068152,0,2471555,2623295,0,15402,0,1569296,0
"2009年08月02日",363348,0,0,1276976,10823,1068152,0,2471555,2623295,0,15402,0,1569296,0
"2009年08月03日",363348,0,0,1276976,10823,1068152,0,2471555,2623295,0,15402,0,1569296,0
"2009年08月03日",363348,0,0,1276976,10823,1068152,0,2471555,2623295,0,15402,0,1569296,0
"2009年08月04日",363348,0,0,1276976,10823,1068152,0,2471555,2623295,0,15402,0,1569296,0
"2009年08月04日",363348,0,0,1276976,10823,1068152,0,2471555,2623295,0,15402,0,1569296,0
"2009年08月05日",363348,0,0,1276976,10823,1068152,0,2471555,2623295,0,15402,0,1569296,0
"2009年08月05日",363348,0,0,1276976,10823,1068152,0,2471555,2623295,0,15402,0,1569296,0
"2009年08月06日",363348,0,0,1312616,10823,1068152,0,2471555,2623295,0,15402,0,1569296,0
"2009年08月06日",363348,0,0,1319074,10823,1068152,0,2471555,2623295,0,15402,0,1569296,0
"2009年08月07日",363348,0,0,1326192,10823,1068152,0,2471555,2623295,0,15402,0,1569296,0
"2009年08月07日",363348,0,0,1329516,10823,1068152,0,2471555,2623295,0,15402,0,1569296,0
"2009年08月08日",363348,0,0,1329516,10823,1068152,0,2471555,2623295,0,15402,0,1569296,0
"2009年08月08日",400381,0,0,1329516,10823,1068152,0,2471555,2623295,0,15402,0,1569296,0
"2009年08月09日",400381,0,0,1329516,10823,1068152,0,2471555,2623295,0,15402,0,1569296,0
"2009年08月09日",400381,0,0,1343060,10823,1082195,0,2471555,2643130,0,15402,0,1569296,0
"2009年08月10日",405668,0,0,1343060,10823,1107312,0,2471555,2643130,0,15402,0,1569296,0
"2009年08月10日",420505,0,0,1508581,10823,1107312,0,2489251,2648803,0,15402,0,1569296,0
"2009年08月11日",420505,0,0,1508581,10823,1107312,0,2489251,2648803,0,15402,0,1569296,0
"2009年08月11日",420505,0,0,1508581,10823,1107312,0,2489251,2648803,0,15402,0,1569296,0
"2009年08月12日",420505,0,0,1508581,10823,1107312,0,2489251,2648803,0,15402,0,1569296,0
"2009年08月12日",423622,0,0,1508581,10823,1107312,0,2489251,2648803,0,15402,0,1569296,0
"2009年08月13日",423622,0,0,1508581,10823,1107312,0,2489251,2648803,0,15402,0,1569296,0
"2009年08月13日",423622,0,0,1514243,10823,1107312,0,2489251,2648803,0,15402,0,1569296,0
"2009年08月14日",423622,0,0,1514243,10823,1107312,0,2489251,2648803,0,15402,0,1569296,0
"2009年08月14日",423622,0,0,1514243,10823,1107312,0,2489251,2648803,0,15402,0,1569296,0
"2009年08月15日",473278,0,0,1525514,10823,1107312,0,2489251,2648803,0,15402,0,1569296,0
"2009年08月15日",473278,0,0,1525514,10823,1107312,0,2489251,2648803,0,15402,0,1569296,0
"2009年08月16日",473278,0,0,1539207,10823,1107312,0,2489251,2648803,0,15402,0,1569296,0
"2009年08月16日",473278,0,0,1539207,10823,1107312,0,2489251,2648803,0,15402,0,1569296,0
"2009年08月17日",473278,0,0,1539207,10823,1107312,0,2489251,2648803,0,15402,0,1569296,0
"2009年08月17日",478165,0,0,1539207,10823,1107312,0,2489251,2648803,0,15402,0,1569296,0
"2009年08月18日",478165,0,0,1539207,10823,1107312,0,2489251,2648803,0,15402,0,1569296,0
"2009年08月18日",478165,0,0,1539207,10823,1107312,0,2489251,2648803,0,15402,0,1569296,0
"2009年08月19日",478165,0,0,1539989,10823,1107312,0,2489251,2648803,0,15402,0,1569296,0
"2009年08月19日",478165,0,0,1539989,10823,1107312,0,2489251,2648803,0,15402,0,1569296,0
"2009年08月20日",478165,0,0,1539989,10823,1107312,0,2489251,2648803,0,15402,0,1569296,0
"2009年08月20日",478165,0,0,1544100,10823,1191101,0,2489251,2648803,0,15402,0,1569296,0
"2009年08月21日",478165,0,0,1544100,10823,1191101,0,2489251,2648803,0,15402,0,1569296,0
"2009年08月21日",496675,0,0,1546998,10823,1191101,0,2489251,2648803,0,15402,0,1569296,0
"2009年08月22日",500439,0,0,1546998,10823,1191101,0,2489251,2648803,0,15402,0,1569296,0
"2009年08月22日",500439,0,0,1558780,10823,1191101,0,2489251,2648803,0,15402,0,1569296,0
"2009年08月23日",500439,0,0,1558780,10823,1191101,0,2489251,2648803,0,15402,0,1569296,0
"2009年08月23日",504269,0,0,1558780,10823,1208371,0,2489251,2648803,0,15402,0,1569296,0
"2009年08月24日",504269,0,0,1558780,10823,1208371,0,2489251,2648803,0,15402,0,1569296,0
"2009年08月24日",504269,0,0,1558780,10823,1217365,0,2489251,2692854,0,15402,0,1569296,0
"2009年08月25日",504269,0,0,1558780,10823,1217365,0,2489251,2692854,0,15402,0,1569296,0
"2009年08月25日",538301,0,0,1560666,10823,1217365,0,2489251,2692854,0,15402,0,1569296,0
"2009年08月26日",538301,0,0,1560666,10823,1217365,0,2489251,2696559,0,15402,0,1569296,0
"2009年08月26日",538301,557160,0,1562145,10823,1217365,0,2489251,2696559,0,15402,0,1569296,0
"2009年08月27日",538301,557160,0,1562145,10823,1217365,0,2489251,2696559,0,15402,0,1569296,0
"2009年08月27日",538301,557160,0,1562145,10823,1217365,0,2489251,2696559,0,15402,0,1569296,0
"2009年08月28日",538301,557160,0,1562145,10823,1217365,0,2489251,2696559,0,15402,0,1569296,0
"2009年08月28日",538301,557160,0,1562145,10823,1217365,0,2489251,2696559,0,15402,0,1569296,0
"2009年08月29日",538301,557160,0,1562145,10823,1217365,0,2489251,2696559,0,15402,0,1569296,0
"2009年08月29日",538301,557160,0,1562145,10823,1217365,0,2489251,2747618,0,15402,0,1569296,0
"2009年08月30日",538301,557160,0,1562145,10823,1217365,0,2489251,2747618,0,15402,0,1569296,0
"2009年08月30日",538301,557160,0,1567708,10823,1217365,0,2489251,2747618,0,15402,0,1569296,0
"2009年08月31日",538301,557160,0,1567708,10823,1217365,0,2489251,2747618,0,15402,0,1569296,0
"2009年08月31日",538301,557160,0,1567708,10823,1217365,0,2489251,2747618,0,15402,0,1569296,0
"2009年09月01日",538301,557160,0,1567708,10823,1217365,0,2489251,2747618,0,15402,0,1569296,0
"2009年09月01日",538301,557160,0,1567708,10823,1217365,0,2489251,2747618,0,15402,0,1569296,0
"2009年09月02日",538301,557160,0,1567708,10823,1217365,0,2489251,2747618,0,15402,0,1569296,0
"2009年09月02日",538301,557160,0,1567708,10823,1219672,0,2489251,2747618,0,15402,0,1569296,0
"2009年09月03日",538301,557160,0,1567708,10823,1219672,0,2489251,2747618,0,15402,0,1569296,0
"2009年09月03日",538301,557160,0,1567708,10823,1219672,0,2489251,2849665,0,15402,0,1569296,0
"2009年09月04日",540656,557160,0,1567708,10823,1219672,0,2489251,2849665,0,15402,0,1569296,0
"2009年09月04日",540656,557160,0,1567708,10823,1219672,0,2489251,2849665,0,15402,0,1569296,0
"2009年09月05日",540656,557160,0,1567708,10823,1219672,0,2489251,2849665,0,15402,0,1569296,0
"2009年09月05日",552454,557160,0,1575109,10823,1219672,0,2489251,2849665,0,15402,0,1569296,0
"2009年09月06日",552454,557160,0,1575109,10823,1219672,0,2489251,2849665,0,15402,0,1569296,0
"2009年09月06日",552454,557160,0,1575109,10823,1219672,0,2489251,2849665,0,15402,0,1569296,0
"2009年09月07日",552454,557160,0,1575109,10823,1219672,0,2489251,2849665,0,15402,0,1569296,0
"2009年09月07日",552454,557160,0,1575109,10823,1219672,0,2489251,2849665,0,15402,0,1569296,0
"2009年09月08日",554756,557160,0,1575109,10823,1219672,0,2489251,2849665,0,15402,0,1569296,0
"2009年09月08日",609746,557160,0,1702241,10823,1219672,0,2489251,3025631,0,15402,0,1569296,0
"2009年09月09日",609746,557160,0,1702241,10823,1219672,19771,2489251,3025631,0,15402,0,1569296,0
"2009年09月09日",609746,557160,0,1702241,10823,1219672,19771,2489251,3025631,0,15402,0,1569296,0
"2009年09月10日",609746,557160,0,1702241,10823,1219672,19771,2491660,3035336,0,15402,0,1569296,0
"2009年09月10日",609746,557160,0,1741037,10823,1219672,19771,2491660,3035336,0,15402,0,1569296,0
"2009年09月11日",609746,557160,0,1741037,10823,1219672,19771,2491660,3035336,0,15402,0,1569296,0
"2009年09月11日",609746,557160,0,1741037,10823,1219672,19771,2491660,3035336,0,15402,0,1569296,0
"2009年09月12日",609746,557160,0,1741037,10823,1219672,19771,2491660,3035336,0,15402,0,1569296,0
"2009年09月12日",609746,557160,0,1741037,10823,1219672,19771,2491660,3035336,0,15402,0,1569296,0
"2009年09月13日",612865,557160,0,1756456,10823,1219672,19771,2491660,3035336,0,15402,0,1569296,0
"2009年09月13日",622766,557160,0,1756456,10823,1222160,19771,2494397,3035336,0,15402,0,1569296,0
"2009年09月14日",622766,557160,0,1759299,10823,1222160,19771,2494397,3035336,0,15402,0,1569296,0
"2009年09月14日",637962,557160,0,2046505,10823,1244332,19771,2500349,3037162,0,15402,0,1569296,0
"2009年09月15日",637962,557160,0,2046505,10823,1258771,19771,2500349,3088775,0,15402,0,1569296,0
"2009年09月15日",637962,557160,0,2092101,10823,1261982,19771,2500349,3101437,0,15402,0,1569296,0
"2009年09月16日",637962,557160,0,2092101,10823,1261982,19771,2500349,3101437,0,15402,0,1569296,0
"2009年09月16日",647902,557160,0,2096026,10823,1272262,19771,2500349,3101437,0,15402,0,1569296,0
"2009年09月17日",650041,557160,0,2106038,10823,1272262,19771,2500349,3110110,0,15402,0,1569296,0
"2009年09月17日",681603,557160,0,2168048,10823,1274292,19771,2500349,3110110,0,15402,0,1569296,0
"2009年09月18日",681603,557160,0,2168048,10823,1274292,19771,2500349,3110110,0,15402,0,1569296,0
"2009年09月18日",694271,557160,0,2170867,10823,1274292,19771,2500349,3113305,0,15402,0,1569296,0
"2009年09月19日",702692,557160,0,2172907,10823,1279789,19771,2500349,3113305,0,15402,0,1569296,0
"2009年09月19日",707174,557160,0,2183662,10823,1280155,19771,2500349,3115781,0,15402,0,1569296,0
"2009年09月20日",731658,557160,0,2205413,10823,1280155,19771,2500349,3115781,0,15402,0,1569296,0
"2009年09月20日",751052,557160,0,2231010,10823,1280155,19771,2500349,3115781,0,15402,0,1569296,0
"2009年09月21日",753311,557160,0,2231010,10823,1280155,19771,2500349,3115781,0,15402,0,1569296,0
"2009年09月21日",755567,557160,0,2241101,10823,1280155,19771,2500349,3126396,0,15402,0,1569296,0
"2009年09月22日",755567,557160,0,2241101,10823,1280155,19771,2500349,3126396,0,15402,0,1569296,0
"2009年09月22日",755567,557160,0,2241101,10823,1280155,19771,2500349,3126396,0,15402,0,1569296,0
"2009年09月23日",755567,557160,0,2241101,10823,1280155,19771,2500349,3126396,0,15402,0,1569296,0
"2009年09月23日",755567,682562,0,2241101,10823,1280155,19771,2500349,3132010,0,15402,0,1569296,0
"2009年09月24日",755567,682562,0,2241101,10823,1280155,19771,2500349,3132010,0,15402,0,1569296,0
"2009年09月24日",764460,682562,0,2241101,10823,1280155,19771,2500349,3132010,0,15402,0,1569296,0
"2009年09月25日",766317,682562,0,2241101,10823,1280155,19771,2500349,3132010,0,15402,0,1569296,0
"2009年09月25日",766317,682562,0,2241101,10823,1280155,19771,2512725,3132010,0,15402,0,1569296,0
"2009年09月26日",770756,682562,0,2241101,10823,1280662,19771,2512725,3132010,0,15402,0,1569296,0
"2009年09月26日",770756,682562,0,2241101,10823,1280662,19771,2512725,3132010,0,15402,0,1569296,0
"2009年09月27日",770756,682562,0,2241101,10823,1280662,19771,2512725,3132010,0,15402,0,1569296,0
"2009年09月27日",770756,682562,0,2241101,10823,1280662,19771,2512725,3132010,0,15402,0,1569296,0
"2009年09月28日",770756,682562,0,2241101,10823,1280662,19771,2512725,3132010,0,15402,0,1569296,0
"2009年09月28日",770756,682562,0,2241101,10823,1280662,19771,2512725,3132010,0,15402,0,1569296,0
"2009年09月29日",770756,682562,0,2241101,10823,1280662,19771,2512725,3132010,0,15402,0,1569296,0
"2009年09月29日",770756,682562,0,2241101,10823,1280662,19771,2512725,3132010,0,15402,0,1569296,0
"2009年09月30日",770756,682562,0,2241101,10823,1280662,19771,2512725,3132010,0,15402,0,1569296,0
"2009年09月30日",770756,682562,26824,2241101,10823,1280662,19771,2518086,3132010,0,15402,0,1569296,0
"2009年10月01日",770756,780225,26824,2241101,10823,1282818,19771,2518086,3132010,0,15402,0,1569296,0
"2009年10月01日",770756,780225,26824,2241101,10823,1284415,19771,2518086,3132010,0,15402,0,1569296,0
"2009年10月02日",770756,780225,26824,2243332,10823,1295013,19771,2518086,3135464,0,15402,0,1569296,0
"2009年10月02日",770756,813562,26824,2248479,10823,1295013,19771,2518086,3135464,0,15402,0,1569296,0
"2009年10月03日",774074,813562,26824,2248479,10823,1295013,19771,2518086,3135464,0,15402,0,1569296,0
"2009年10月03日",774074,813562,26824,2248479,10823,1295013,19771,2518086,3135464,0,15402,0,1569296,0
"2009年10月04日",774074,813562,26824,2248479,10823,1295013,19771,2518086,3135464,0,15402,0,1569296,0
"2009年10月04日",778518,834682,26824,2254947,10823,1295013,19771,2518086,3135464,0,15402,0,1569296,0
"2009年10月05日",778518,834682,26824,2254947,10823,1295013,19771,2518086,3135464,0,15402,0,1569296,0
"2009年10月05日",778518,834682,26824,2254947,10823,1295013,19771,2518086,3135464,0,15402,0,1569296,0
"2009年10月06日",778518,840071,26824,2254947,10823,1297899,19771,2518086,3135464,0,15402,0,1569296,0
"2009年10月06日",778518,840071,26824,2260024,10823,1297899,19771,2518086,3135464,0,15402,0,1569296,0
"2009年10月07日",778518,840071,26824,2260024,10823,1297899,19771,2518086,3135464,0,15402,0,1569296,0
"2009年10月07日",778518,840071,26824,2260024,10823,1297899,19771,2518086,3135464,0,15402,0,1569296,0
"2009年10月08日",778518,840071,26824,2260024,10823,1297899,19771,2518086,3139322,0,15402,0,1569296,0
"2009年10月08日",778518,840071,26824,2260024,10823,1297899,19771,2528466,3139322,0,15402,0,1569296,0
"2009年10月09日",778518,840071,26824,2260024,10823,1297899,19771,2528466,3139322,0,15402,0,1569296,0
"2009年10月09日",778518,840071,26824,2260024,10823,1300107,19771,2528466,3139322,0,15402,0,1569296,0
"2009年10月10日",778518,840071,26824,2260024,10823,1300107,19771,2528466,3139322,0,15402,0,1569296,0
"2009年10月10日",778518,840071,26824,2260024,10823,1300107,19771,2528466,3139322,0,15402,0,1569296,0
"2009年10月11日",778518,840071,26824,2260024,10823,1302683,19771,2528466,3139322,0,15402,0,1569296,0
"2009年10月11日",778518,840071,26824,2260024,10823,1311962,19771,2532774,3139322,0,15402,0,1569296,0
"2009年10月12日",778518,840071,26824,2260024,10823,1311962,19771,2532774,3139322,0,15402,0,1569296,0
"2009年10月12日",996065,840071,26824,2261708,10823,1311962,19771,2542188,3139322,0,15402,0,1569296,0
"2009年10月13日",996065,840071,26824,2263181,10823,1311962,19771,2542188,3139322,0,15402,0,1569296,0
"2009年10月13日",996065,840071,26824,2263181,10823,1311962,19771,2542188,3139322,0,15402,0,1569296,0
"2009年10月14日",1002699,840071,26824,2263181,10823,1311962,19771,2542188,3139322,0,15402,0,1569296,0
"2009年10月14日",1011326,841733,26824,2263181,10823,1313205,19771,2544182,3139322,0,15402,0,1569296,0
"2009年10月15日",1011326,841733,26824,2263181,10823,1322378,19771,2545770,3139322,0,15402,0,1569296,0
"2009年10月15日",1023386,841733,26824,2263181,10823,1322378,19771,2545770,3139322,0,15402,0,1569296,0
"2009年10月16日",1023386,841733,26824,2263181,10823,1325298,19771,2545770,3139322,0,15402,0,1569296,0
"2009年10月16日",1023386,873850,26824,2397595,10823,1326420,19771,2545770,3139322,0,15402,0,1569296,0
"2009年10月17日",1031974,873850,26824,2405084,10823,1326420,19771,2545770,3139322,0,15402,0,1569296,0
"2009年10月17日",1038846,873850,26824,2405084,10823,1514003,19771,2545770,3426118,0,15402,0,1569296,0
"2009年10月18日",1038846,873850,26824,2405084,10823,1514003,19771,2545770,3426118,0,15402,0,1569296,0
"2009年10月18日",1040960,873850,26824,2405084,10823,1518671,19771,2545770,3426118,0,15402,0,1569296,0
"2009年10月19日",1042509,873850,26824,2405084,10823,1519545,19771,2545770,3433680,0,15402,0,1569296,0
"2009年10月19日",1045506,873850,26824,2405084,10823,1519545,19771,2545770,3433680,0,15402,0,1569296,0
"2009年10月20日",1045506,873850,26824,2405084,10823,1519545,19771,2545770,3433680,0,15402,0,1569296,0
"2009年10月20日",1048182,873850,26824,2405084,10823,1519545,19771,2545770,3433680,0,15402,0,1569296,0
"2009年10月21日",1048182,873850,26824,2405084,10823,1519545,19771,2547877,3433680,0,15402,0,1569296,0
"2009年10月21日",1055772,879738,26824,2415633,10823,1519545,19771,2547877,3433680,0,15402,0,1569296,0
"2009年10月22日",1055772,879738,26824,2426733,10823,1519545,19771,2547877,3433680,0,15402,0,1569296,0
"2009年10月22日",1073686,879738,26824,2426733,10823,1519545,19771,2547877,3433680,0,15402,0,1569296,0
"2009年10月23日",1075268,879738,26824,2426733,10823,1528410,19771,2547877,3433680,0,15402,0,1569296,0
"2009年10月23日",1078511,879738,26824,2430914,10823,1528410,19771,2547877,3433680,0,15402,0,1569296,0
"2009年10月24日",1078511,879738,26824,2430914,10823,1528410,19771,2568578,3433680,0,15402,0,1569296,0
"2009年10月24日",1078511,879738,26824,2430914,10823,1528410,19771,2568578,3433680,0,15402,0,1569296,0
"2009年10月25日",1078511,879738,26824,2437019,10823,1528410,19771,2568578,3433680,0,15402,0,1569296,0
"2009年10月25日",1078511,879738,26824,2441288,10823,1528410,19771,2568578,3433680,0,15402,0,1569296,0
"2009年10月26日",1078511,879738,26824,2441288,10823,1528410,19771,2568578,3433680,0,15402,0,1569296,0
"2009年10月26日",1078511,879738,26824,2441288,10823,1528410,19771,2568578,3433680,0,15402,0,1569296,0
"2009年10月27日",1078511,879738,26824,2441288,10823,1528410,19771,2568578,3433680,0,15402,0,1569296,0
"2009年10月27日",1078511,879738,26824,2441288,10823,1528410,19771,2568578,3433680,0,15402,0,1569296,0
"2009年10月28日",1078511,879738,26824,2441288,10823,1528410,19771,2568578,3433680,0,15402,0,1569296,0
"2009年10月28日",1078511,879738,26824,2441288,10823,1528410,19771,2568578,3433680,0,15402,0,1569296,0
"2009年10月29日",1078511,879738,26824,2441288,10823,1528410,19771,2568578,3433680,0,15402,0,1569296,0
"2009年10月29日",1078511,879738,26824,2441288,10823,1528410,19771,2568578,3433680,0,15402,0,1569296,0
"2009年10月30日",1078511,879738,26824,2441288,10823,1528410,19771,2568578,3433680,0,15402,0,1569296,0
"2009年10月30日",1078511,879738,26824,2441288,10823,1528410,19771,2568578,3433680,0,15402,0,1569296,0
"2009年10月31日",1078511,879738,26824,2441288,10823,1528410,19771,2568578,3433680,0,15402,0,1569296,0
"2009年10月31日",3304874,882058,26824,2466387,10823,1533194,19771,2568578,3433680,0,15402,0,1569296,0
"2009年11月01日",3304874,882058,26824,2467889,10823,1533194,19771,2568578,3433680,0,15402,0,1569296,0
"2009年11月01日",3304874,882058,26824,2470435,10823,1533194,19771,2568578,3433680,0,15402,0,1569296,0
"2009年11月02日",3304874,882058,26824,2483081,10823,1535202,19771,2568578,3433680,0,15402,0,1569296,0
"2009年11月02日",3304874,882058,26824,2501275,10823,1535202,19771,2571781,3433680,0,15402,0,1569296,0
"2009年11月03日",3304874,882058,26824,2509127,10823,1541655,19771,2571781,3433680,0,15402,0,1569296,0
"2009年11月03日",3309011,928414,26824,2509718,10823,1551014,19771,2571781,3433680,0,15402,0,1569296,0
"2009年11月04日",3309011,928414,26824,2509718,10823,1554477,19771,2571781,3433680,0,15402,0,1569296,0
"2009年11月04日",3327772,928414,26824,2509718,10823,1559145,19771,2571781,3433680,0,15402,0,1569296,0
"2009年11月05日",3327772,928414,26824,2509718,10823,1559145,19771,2571781,3439254,0,15402,0,1569296,0
"2009年11月05日",3327772,928414,26824,2512055,10823,1560443,19771,2571781,3439254,0,15402,0,1569296,0
"2009年11月06日",3327772,928414,26824,2512055,10823,1568562,19771,2571781,3439254,0,15402,0,1569296,0
"2009年11月06日",3329586,978087,26824,2512055,10823,1568562,19771,2571781,3439254,0,15402,0,1569296,0
"2009年11月07日",3364370,995916,26824,2522276,10823,1570396,19771,2571781,3440710,0,15402,0,1569296,0
"2009年11月07日",3364370,1007797,26824,2522276,10823,1572618,19771,2571781,3443888,0,15402,0,1569296,0
"2009年11月08日",3364370,1007797,26824,2522276,10823,1572618,19771,2571781,3443888,0,15402,0,1569296,0
"2009年11月08日",3364370,1007797,26824,2523493,10823,1572618,19771,2573571,3443888,0,15402,0,1569296,0
"2009年11月09日",3364370,1007797,26824,2523493,10823,1574406,19771,2573571,3443888,0,15402,0,1569296,0
"2009年11月09日",3387981,1007797,26824,2523493,10823,1574406,19771,2573571,3443888,0,15402,0,1569296,0
"2009年11月10日",3387981,1397426,26824,2526591,10823,1574406,19771,2573571,3443888,0,15402,0,1569296,0
